channel_short,date,topic,text,clean_text,label_name
sportsru,2026-05-22T15:39:03+00:00,8,"❗️❗️❗️❗️❗️❗️ **Давид** **Алаба покинет «Реал» по окончании сезона** − австриец провел в Мадриде 5 сезонов

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",давид алаба покинет реал по окончании сезона австриец провел в мадриде 5 сезонов все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-21T09:53:57+00:00,8,"❗️🇨🇴 **Покинувшего «Зенит» «в связи с личными обстоятельствами» Джона Дурана не допустили до тренировок со сборной Колумбии перед ЧМ-2026 – вместо занятий форвард пошел смотреть матч между своим бывшим клубом «Энвигадо» и «Депортес Киндио» во втором дивизионе**

Колумбийские СМИ пишут, что Дуран специально уехал из Петербурга до чемпионской игры с «Ростовом», чтобы побороться за место в составе национальной команды, но главный тренер Нестор Лоренсо даже не вызвал его на сборы 😄

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",покинувшего зенит в связи с личными обстоятельствами джона дурана не допустили до тренировок со сборной колумбии перед чм 2026 вместо занятий форвард пошел смотреть матч между своим бывшим клубом энвигадо и депортес киндио во втором дивизионе колумбийские сми пишут что дуран специально уехал из петербурга до чемпионской игры с ростовом чтобы побороться за место в составе национальной команды но главный тренер нестор лоренсо даже не вызвал его на сборы дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-19T12:01:47+00:00,8,"🐐 🤗 🇪🇸** Ламин Ямаль на матче «Барсы» и «Бетиса» подошел к сыну Антони, обнял парнишку и оставил автограф **

❤️ – исполняет мечты!

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",ламин ямаль на матче барсы и бетиса подошел к сыну антони обнял парнишку и оставил автограф исполняет мечты все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-17T20:09:12+00:00,8,"⚡️⚡️⚡️⚡️ «Айнтрахт» объявил об уходе Альберта Риеры −** тренер проработал в немецком клубе всего 3,5 месяца**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",айнтрахт объявил об уходе альберта риеры тренер проработал в немецком клубе всего 3 5 месяца все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-19T11:02:15+00:00,8,"📱🇧🇷 **Месяц назад Ришарлисон заявил, что не возьмет с собой телефон на ЧМ-2026, чтобы быть сосредоточенным**: 

– На ЧМ-2022 мне приходилось отвлекаться на то, что не связано с футболом – семейные проблемы и бывшие девушки. Именно поэтому я был так плох в игре с Хорватией 😢

**Но теперь бразилец может продолжить пользоваться гаджетом, потому что Анчелотти не вызвал его на мундиаль **💀

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",месяц назад ришарлисон заявил что не возьмет с собой телефон на чм 2026 чтобы быть сосредоточенным на чм 2022 мне приходилось отвлекаться на то что не связано с футболом семейные проблемы и бывшие девушки именно поэтому я был так плох в игре с хорватией но теперь бразилец может продолжить пользоваться гаджетом потому что анчелотти не вызвал его на мундиаль дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-20T15:31:40+00:00,8,"❗️❗️❗️❗️❗️❗️ **УЕФА представил обновленный формат Лиги наций и отборочного турнира чемпионата Европы**

С 2028 года в Лиге наций будет три дивизиона по 18 команд, в отборе на Евро – две лиги с 36 и 19 командами. Жеребьевка – по аналогии с еврокубками 🏆🏆

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",уефа представил обновленный формат лиги наций и отборочного турнира чемпионата европы с 2028 года в лиге наций будет три дивизиона по 18 команд в отборе на евро две лиги с 36 и 19 командами жеребьевка по аналогии с еврокубками дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-19T20:19:20+00:00,8,"❗️ До чемпионства «Арсенала» осталось меньше 5 минут – Ноэль Галлахер уходит со стадиона

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",до чемпионства арсенала осталось меньше 5 минут ноэль галлахер уходит со стадиона все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-22T21:03:54+00:00,8,"❗️❗️❗️❗️❗️❗️ «Ланс» впервые в своей истории выиграл Кубок Франции − **в финале Флориан Товен забил гол и сделал ассист!**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",ланс впервые в своей истории выиграл кубок франции в финале флориан товен забил гол и сделал ассист все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-16T19:02:48+00:00,8,"🧠 **Шакира на презентации своей песни к ЧМ сначала предложила всем перевернуть футболки на лицевую сторону, а потом резко вернула назад – так ее имя оказалось единственным в кадре **

🤣 – ловко она это придумала! 

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",шакира на презентации своей песни к чм сначала предложила всем перевернуть футболки на лицевую сторону а потом резко вернула назад так ее имя оказалось единственным в кадре ловко она это придумала дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-22T08:02:43+00:00,8,"⚡️⚡️⚡️⚡️** «Динамо» объявило об уходе Ролана Гусева**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",динамо объявило об уходе ролана гусева все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-22T11:12:58+00:00,8,"❗️❗️❗️❗️❗️❗️ Сандро Шварц – новый главный тренер «Динамо»

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",сандро шварц новый главный тренер динамо все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-20T14:12:10+00:00,8,"🤦‍♂️🏆 **Компани забыл трофей Бундеслиги дома на кухне, когда приехал праздновать чемпионство вместе с игроками и фанатами на центральной площади в Мюнхене** (Bild)

Бельгиец попросил жену привезти ему «Серебряную салатницу», но женщину не пустили к команде – трофей пришлось нести охранникам через черный ход 🤫

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",компани забыл трофей бундеслиги дома на кухне когда приехал праздновать чемпионство вместе с игроками и фанатами на центральной площади в мюнхене bild бельгиец попросил жену привезти ему серебряную салатницу но женщину не пустили к команде трофей пришлось нести охранникам через черный ход все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-23T06:45:13+00:00,8,"🥔 Кто зажжет в последнем туре АПЛ? Угадайте и выиграйте джерси 

➡️ [**Выбрать игроков**](https://t.me/sports_osnova_bot/epl?startapp=utm_tg_flagman)",кто зажжет в последнем туре апл угадайте и выиграйте джерси выбрать игроков,Спорт
sportsru,2026-05-19T20:48:01+00:00,8,"💗 «Арсенал» выложил чемпионское видео, в котором Арсен Венгер пьет вино и поздравляет клуб с победой!

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",арсенал выложил чемпионское видео в котором арсен венгер пьет вино и поздравляет клуб с победой все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-23T08:56:24+00:00,8,"🇺🇸 📱 **Матч МЛС между «Лос-Анджелес Гэлакси» и «Хьюстон Динамо» будет транслироваться через 15 iPhone 17 Pro, расставленных по всему периметру поля**

Это первая в истории трансляция профессионального спортивного события, которая будет полностью осуществляться айфонами 📱

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",матч млс между лос анджелес гэлакси и хьюстон динамо будет транслироваться через 15 iphone 17 pro расставленных по всему периметру поля это первая в истории трансляция профессионального спортивного события которая будет полностью осуществляться айфонами дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-20T17:12:06+00:00,8,"🧠 ❤️ **Стример Илья Мэддисон отреагировал на попадание в номинацию «Самый громкий эксперт» на Премии Трибуны от Спортса__''__:**

− Как говорится на футбольном поле меня никогда не видели, но тем не менее сейчас в голосовании мое имя на первом месте с большим отрывом от таких спортивных экспертов, как Аршавин, Губерниев, Генич и так далее. На секундочку эти люди буквально каждый день на федеральном канале вещают на многомиллионную аудиторию. Это что получается? Козла все же слушают? Можете прожать кому не в лом, но думаю всем и так очевидно кто настоящий профессионал и самый громкий эксперт 👑

➡️ [**Голосовать**](https://clck.ru/3TixBC)**
**
⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",стример илья мэддисон отреагировал на попадание в номинацию самый громкий эксперт на премии трибуны от спортса как говорится на футбольном поле меня никогда не видели но тем не менее сейчас в голосовании мое имя на первом месте с большим отрывом от таких спортивных экспертов как аршавин губерниев генич и так далее на секундочку эти люди буквально каждый день на федеральном канале вещают на многомиллионную аудиторию это что получается козла все же слушают можете прожать кому не в лом но думаю всем и так очевидно кто настоящий профессионал и самый громкий эксперт голосовать дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-18T20:42:14+00:00,8,"🍑 Футболисты «Арсенала» буквально не щадят самих себя в борьбе за чемпионство 

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",футболисты арсенала буквально не щадят самих себя в борьбе за чемпионство все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-22T09:05:32+00:00,8,"❗️❗️❗️❗️❗️❗️ **Англия объявила состав на ЧМ-2026** **под** **Come Together от The Beatles –** он полностью совпадает с версией Daily Mail

Фоден, Палмер, Трент и Магуайр остаются дома 😮🏴󠁧󠁢󠁥󠁮󠁧󠁿

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",англия объявила состав на чм 2026 под come together от the beatles он полностью совпадает с версией daily mail фоден палмер трент и магуайр остаются дома все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-19T17:45:01+00:00,8,"🙁😎 **«Реал» выплатил «Бенфике» 3 млн евро отступных за Моуринью –** теперь Жозе может официально оформить возвращение в Мадрид спустя 13 лет (Sky Sport)

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",реал выплатил бенфике 3 млн евро отступных за моуринью теперь жозе может официально оформить возвращение в мадрид спустя 13 лет sky sport все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-21T07:45:07+00:00,8,"😐  Чем закончился штрафной Батракова в матче «Локомотив» – «Спартак»? 

➡️ [**Угадать, будет ли гол**](http://t.me/SirenaSpecBot/sirenaplatform?startapp=gameid_cf998be8-4f68-11f1-a317-d00d1132f252__utm_tg_flagman)",чем закончился штрафной батракова в матче локомотив спартак угадать будет ли гол,Спорт
sportsru,2026-05-20T18:40:19+00:00,8,"😮🏀  Накануне «Финала четырех» вспомните яркие моменты предыдущих сезонов Евролиги и угадайте их развязку 

 ➡ [**Угадать развязку**](https://www.sports.ru/special/euroleague-final-four/?utm_source=social)",накануне финала четырех вспомните яркие моменты предыдущих сезонов евролиги и угадайте их развязку угадать развязку,Спорт
sportsru,2026-05-22T11:00:41+00:00,8,"**😎****🇪🇸**** Войчех Шченсны привлек внимание фанатов «Барсы» своим луком на чемпионской вечеринке – поляк пришел праздновать в белой рубашке с отпечатком утюга на груди**

В интернете выяснили, что приобрести такую можно за 1139 долларов 🤑

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",войчех шченсны привлек внимание фанатов барсы своим луком на чемпионской вечеринке поляк пришел праздновать в белой рубашке с отпечатком утюга на груди в интернете выяснили что приобрести такую можно за 1139 долларов все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-19T06:45:20+00:00,8,"🏒 **Какая команда НХЛ играла в красных ретроджерси?** В 2020 году таким дизайном они отдали свое почтение другому клубу, выступавшему в середине 90-х в IHL

👉 [**Выбрать клуб**](http://t.me/SirenaSpecBot/sirenaplatform?startapp=gameid_8e3df38b-4abf-11f1-a317-d00d1132f252__utm_tg_flagman)",какая команда нхл играла в красных ретроджерси в 2020 году таким дизайном они отдали свое почтение другому клубу выступавшему в середине 90 х в ihl выбрать клуб,Спорт
sportsru,2026-05-23T17:10:48+00:00,8,"⚡️ 🚩 **Судья отменил спасительный гол «Ротора» в матче с «Акроном» **− арбитр увидел нарушение в штрафной со стороны игрока волгоградцев

❤️💙 [Трансляция](https://vkvideo.ru/live-29809500_456250153)

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",судья отменил спасительный гол ротора в матче с акроном арбитр увидел нарушение в штрафной со стороны игрока волгоградцев трансляция все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-20T20:51:29+00:00,8,"⚡️⚡️⚡️⚡️** «Астон Вилла» − победитель Лиги Европы! **Команда Эмери легко разобралась с «Фрайбургом» в финале и выиграла для тренера его пятый евротрофей

🔥 − пора переименовывать кубок! 

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",астон вилла победитель лиги европы команда эмери легко разобралась с фрайбургом в финале и выиграла для тренера его пятый евротрофей пора переименовывать кубок все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-18T11:05:00+00:00,8,"❗️❗️❗️❗️❗️❗️ **«Реал» объявил об уходе капитана Дани Карвахаля**

❤️ − легенда Мадрида!

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",реал объявил об уходе капитана дани карвахаля легенда мадрида все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-20T13:00:09+00:00,8,"😭📚 Очень грустного Гвардиолу засняли на улице с рюкзаком и стопкой книг после [матча с «Борнмутом»](https://www.sports.ru/football/match/bournemouth-vs-manchester-city/stat/). На пресс-конференции Пеп притворился, что ничего не знает о своем уходе из «Сити»:

**– У меня остался один год по контракту. Здесь я вам ничего говорить не буду, потому что сначала мне нужно обсудить это с председателем, с игроками и со штабом. Я самый счастливый человек на планете из-за того, что работаю в этом клубе. Этот клуб – нечто особенное**

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",очень грустного гвардиолу засняли на улице с рюкзаком и стопкой книг после матча с борнмутом на пресс конференции пеп притворился что ничего не знает о своем уходе из сити у меня остался один год по контракту здесь я вам ничего говорить не буду потому что сначала мне нужно обсудить это с председателем с игроками и со штабом я самый счастливый человек на планете из за того что работаю в этом клубе этот клуб нечто особенное дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-19T20:24:49+00:00,8,"**❗️****❗️****❗️****❗️****❗️****❗️**** «АРСЕНАЛ» – ЧЕМПИОН АПЛ-2025/26!

**Лондонцы вернули титул 22 года спустя! ⚽

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",арсенал чемпион апл 2025 26 лондонцы вернули титул 22 года спустя все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-17T09:02:35+00:00,8,"😱🇵🇹 **«Бенфика» Моуринью не проиграла ни одного матча в чемпионате Португалии, но заняла лишь третье место и не попала в Лигу чемпионов – **Жозе остается без трофеев уже четыре года

🎖️ – возьмет ЛЧ с «Реалом» в следующем сезоне!

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",бенфика моуринью не проиграла ни одного матча в чемпионате португалии но заняла лишь третье место и не попала в лигу чемпионов жозе остается без трофеев уже четыре года возьмет лч с реалом в следующем сезоне дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-22T07:43:14+00:00,8,"🔥🔥🔥🔥🔥 **Daily Mail опубликовала заявку сборной Англии на ЧМ-2026:
**
**Вратари: **Джордан Пикфорд, Дин Хендерсон, Джеймс Траффорд
**
Защитники**: Эзри Конса, Джон Стоунз, Марк Гехи, Дэн Берн, Джарелл Куанса, Тино Ливраменто, Нико О’Райли, Джед Спенс, Рис Джеймс

**Полузащитники:** Деклан Райс, Эллиот Андерсон, Кобби Майну, Джордан Хендерсон, Морган Роджерс, Джуд Беллингем, Эберечи Эзе

**Нападающие:** Харри Кейн, Айвен Тоуни, Олли Уоткинс, Букайо Сака, Нони Мадуэке, Маркус Рэшфорд, Энтони Гордон

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",daily mail опубликовала заявку сборной англии на чм 2026 вратари джордан пикфорд дин хендерсон джеймс траффорд защитники эзри конса джон стоунз марк гехи дэн берн джарелл куанса тино ливраменто нико о райли джед спенс рис джеймс полузащитники деклан райс эллиот андерсон кобби майну джордан хендерсон морган роджерс джуд беллингем эберечи эзе нападающие харри кейн айвен тоуни олли уоткинс букайо сака нони мадуэке маркус рэшфорд энтони гордон все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-16T20:33:02+00:00,8,"🇲🇩😨 В Молдове забит самый нелепый автогол сезона – **мяч по невероятной траектории залетел от тела футболиста «Реал Сирець», который лежал в углу штрафной и просил о помощи **

🤯 – что это было? 

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",в молдове забит самый нелепый автогол сезона мяч по невероятной траектории залетел от тела футболиста реал сирець который лежал в углу штрафной и просил о помощи что это было все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-21T11:03:04+00:00,8,"💸🏆 **«Арсенал» предложит Артете новый контракт с существенным повышением зарплаты – Микель может стать одним из самых высокооплачиваемых тренеров мира, приблизившись к Симеоне** (The Guardian)

Сейчас испанец зарабатывает 10 млн евро в год, а аргентинец получает в «Атлетико» около 30 млн 🤑

**🏴󠁧󠁢󠁥󠁮󠁧󠁿**** –** заслужил прибавку!

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",арсенал предложит артете новый контракт с существенным повышением зарплаты микель может стать одним из самых высокооплачиваемых тренеров мира приблизившись к симеоне the guardian сейчас испанец зарабатывает 10 млн евро в год а аргентинец получает в атлетико около 30 млн заслужил прибавку дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-21T17:40:11+00:00,8,"⚡️⚡️⚡️⚡️ **Коул Палмер пропустит ЧМ-2026 по решению Томаса Тухеля (Мэтт Лоу)**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",коул палмер пропустит чм 2026 по решению томаса тухеля мэтт лоу все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-16T17:00:06+00:00,8,"🇪🇸🏆 **Гвардиола выиграл 41-й трофей в карьере и 20-й – за 10 лет в «Ман Сити». Среди тренеров больше только у сэра Алекса Фергюсона – 49**

❤️ – лучший тренер мира! 

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",гвардиола выиграл 41 й трофей в карьере и 20 й за 10 лет в ман сити среди тренеров больше только у сэра алекса фергюсона 49 лучший тренер мира все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-19T13:07:18+00:00,8,"😢 **Вся семья**[** Жоао Педро**](https://www.sports.ru/football/person/joao-pedro-jesus/)** из «Челси» собралась в его бразильском доме, чтобы отметить попадание родственника на ЧМ – но Анчелотти не включил форварда в состав:**

– Мне жаль. С учетом его сезона он заслуживал быть в списке, но мы выбрали другого игрока, при всем уважении 💔
**
Вместо Жоао Педро с 15-ю голами в АПЛ в составе Бразилии будет Габриэль Мартинелли, забивший всего 1 мяч** 💀

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",вся семья жоао педро из челси собралась в его бразильском доме чтобы отметить попадание родственника на чм но анчелотти не включил форварда в состав мне жаль с учетом его сезона он заслуживал быть в списке но мы выбрали другого игрока при всем уважении вместо жоао педро с 15 ю голами в апл в составе бразилии будет габриэль мартинелли забивший всего 1 мяч дублируем все посты в max если у вас не грузит телеграм,Спорт
sportsru,2026-05-18T21:13:20+00:00,8,"😢🐐** Антони не поедет на ЧМ – бразильцу не нашлось места в атаке сборной на ЧМ после крепкого сезона в «Бетисе» с 14+10 **

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",антони не поедет на чм бразильцу не нашлось места в атаке сборной на чм после крепкого сезона в бетисе с 14 10 все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-20T10:00:24+00:00,8,"💋🦍 Через несколько дней после расставания с Винисиусом Вирджиния Фонсека выложила видео, как целует обезьяну в зоопарке, и написала: **«Вот это страсть!»**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",через несколько дней после расставания с винисиусом вирджиния фонсека выложила видео как целует обезьяну в зоопарке и написала вот это страсть все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-17T19:07:22+00:00,8,"💙 😅 Футболистов «ПСЖ» наградили медалями и кубком Лиги 1 на стадионе клуба «Париж» прямо перед дерби − **игроки отпраздновали с небольшой кучкой фанатов на гостевом секторе**

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",футболистов псж наградили медалями и кубком лиги 1 на стадионе клуба париж прямо перед дерби игроки отпраздновали с небольшой кучкой фанатов на гостевом секторе все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-19T07:15:34+00:00,8,"⚡️⚡️⚡️⚡️⚡️ **Энцо Мареска назначен новым тренером «Ман Сити» – итальянец подписал контракт на 3 года** (Фабрицио Романо) 

⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",энцо мареска назначен новым тренером ман сити итальянец подписал контракт на 3 года фабрицио романо все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-23T18:50:04+00:00,8,"😽 😂 **Вчера фанаты «Барсы» пришли на концерт Бэд Банни и засняли, как новая девушка Ямаля Инес Гарсия отказала футболисту в поцелуе
**
⚽️ [**Все рекорды сезона – в приложении ГОЛ**](https://ggol.ru/EW8Cs2)",вчера фанаты барсы пришли на концерт бэд банни и засняли как новая девушка ямаля инес гарсия отказала футболисту в поцелуе все рекорды сезона в приложении гол,Спорт
sportsru,2026-05-22T19:50:26+00:00,8,"**⚡️****⚡️****⚡️****⚡️**** Сборную ДР Конго могут не пустить на ЧМ-2026, если команда не уйдет на самоизоляцию − турнир стартует 11 июня **(ESPN)**

**Из-за вспышки Эболы в стране погибли, как минимум, 177 человек 🪦 🇨🇩

⚽️ [**Дублируем все посты в Max, если у вас не грузит телеграм**](https://max.ru/sportsru)",сборную др конго могут не пустить на чм 2026 если команда не уйдет на самоизоляцию турнир стартует 11 июня espn из за вспышки эболы в стране погибли как минимум 177 человек дублируем все посты в max если у вас не грузит телеграм,Спорт
forbesrussia,2026-05-18T11:47:14+00:00,4,"Советник генерального директора «Яндекса» Тигран Худавердян [предложил запустить](https://www.forbes.ru/tekhnologii/561062-hudaverdan-predlozil-vvesti-eksperimental-nyj-rezim-dla-goszakupok-ii-tehnologij) экспериментальный правовой режим для госзакупок ИИ-технологий в России. Так он ответил на вопрос Мишустина о необходимых изменениях в регулировании для расширения применения искусственного интеллекта. Худавердян указал, что госзаказчикам сложно приобретать ИИ из-за риска размещения чувствительных данных в облаке, правовой режим же поможет упростить и ускорить закупки",советник генерального директора яндекса тигран худавердян предложил запустить экспериментальный правовой режим для госзакупок ии технологий в россии так он ответил на вопрос мишустина о необходимых изменениях в регулировании для расширения применения искусственного интеллекта худавердян указал что госзаказчикам сложно приобретать ии из за риска размещения чувствительных данных в облаке правовой режим же поможет упростить и ускорить закупки,Экономика
forbesrussia,2026-05-22T13:18:29+00:00,4,"В Институте философии РАН [прошли обыски](https://forbes.ru/society/561408-rbk-uznal-ob-obyskah-v-institute-filosofii-ran), сообщили источники РБК. Под домашний арест отправлена старший научный сотрудник института Светлана Месяц. Собеседники издания предположили, что дело связано с проектом издания полного собрания сочинений Аристотеля на русском языке, который финансировался из бюджета. Следствие считает, что переводы не были выполнены в полном объеме",в институте философии ран прошли обыски сообщили источники рбк под домашний арест отправлена старший научный сотрудник института светлана месяц собеседники издания предположили что дело связано с проектом издания полного собрания сочинений аристотеля на русском языке который финансировался из бюджета следствие считает что переводы не были выполнены в полном объеме,Экономика
forbesrussia,2026-05-18T08:49:17+00:00,4,"Руководство Samsung [начало](https://www.forbes.ru/investicii/561042-akcii-samsung-vyrosli-na-novostah-o-novoj-popytke-predotvratit-krupnuu-zabastovku) решающие переговоры с профсоюзом — за пару дней до анонсированной рабочими крупной забастовки. По подсчетам властей Южной Кореи, каждый день простоя на производстве чипов компании обойдется почти в $670 млн, но еще есть шанс уладить все без забастовки, считают аналитики. Акции Samsung в Сеуле выросли почти на 7%",руководство samsung начало решающие переговоры с профсоюзом за пару дней до анонсированной рабочими крупной забастовки по подсчетам властей южной кореи каждый день простоя на производстве чипов компании обойдется почти в 670 млн но еще есть шанс уладить все без забастовки считают аналитики акции samsung в сеуле выросли почти на 7,Экономика
headlines_for_traders,2026-05-20T18:00:16+00:00,4,⚠️ Опубликованы **U.S. Federal Open Market Committee (FOMC) Meeting Minutes**,опубликованы u s federal open market committee fomc meeting minutes,Экономика
forbesrussia,2026-05-17T16:04:47+00:00,4,"__«Началось все с жалобы. В разговоре со знакомым я пожаловался на «Яндекс», который поднимает цены на лиды, то есть по сути на информацию о потенциальных покупателях, на 30–70% в год, в некоторых нишах за три года цена удвоилась. Сейчас «Яндекс» зарабатывает на лидах, которые я покупаю, возможно, больше, чем зарабатываю на мебели, которую с этих лидов продаю. Я не знаю, как это называется в экономической науке, но в жизни это называется «что-то пошло очень не так». Собеседник мой, рекламный профессионал Антон Кучин выслушал и кивнул. «Подожди, — сказал он. — Это еще цветочки». И рассказал еще много интересных историй».__

Реклама дорожает и теряет эффективность. ИИ встает между брендом и поисковым запросом. Внимание сжимается. В этой системе координат выигрывает не тот, кто кричит громче, а тот, кто может удерживать дольше. Игра — один из немногих инструментов, который делает это не за счет раздражения, а за счет интереса, [считает сооснователь интерьерной компании Mr.Doors Максим Валецкий](https://www.forbes.ru/mneniya/560383-vojna-za-47-sekund-kak-uderzat-klienta-s-pomos-u-igry)",началось все с жалобы в разговоре со знакомым я пожаловался на яндекс который поднимает цены на лиды то есть по сути на информацию о потенциальных покупателях на 30 70 в год в некоторых нишах за три года цена удвоилась сейчас яндекс зарабатывает на лидах которые я покупаю возможно больше чем зарабатываю на мебели которую с этих лидов продаю я не знаю как это называется в экономической науке но в жизни это называется что то пошло очень не так собеседник мой рекламный профессионал антон кучин выслушал и кивнул подожди сказал он это еще цветочки и рассказал еще много интересных историй реклама дорожает и теряет эффективность ии встает между брендом и поисковым запросом внимание сжимается в этой системе координат выигрывает не тот кто кричит громче а тот кто может удерживать дольше игра один из немногих инструментов который делает это не за счет раздражения а за счет интереса считает сооснователь интерьерной компании mr doors максим валецкий,Экономика
